-0.1796754	-0.2011201	0.8109603
-0.1884045	-0.200547	0.8143826
-0.1861798	-0.1960934	0.8129697
-0.1884982	-0.2026465	0.8115492
-0.1817979	-0.1900016	0.8104661
-0.2008798	-0.1880741	0.8134103
-0.1896743	-0.1793994	0.8120568
-0.1950649	-0.1851345	0.8111373
-0.2263675	-0.2118668	0.8126227
-0.2148882	-0.1912706	0.8111598
-0.2239485	-0.1746124	0.8047063
-0.2335908	-0.1715219	0.7984697
-0.2410147	-0.1662991	0.793681
-0.240739	-0.1662431	0.7840686
-0.223794	-0.1818816	0.768692
-0.2300628	-0.1836692	0.7605771
-0.2404421	-0.1987215	0.7563889
-0.2499335	-0.1994175	0.756363
-0.2642875	-0.2229695	0.7521019
-0.2744573	-0.2494266	0.765848
-0.2935052	-0.2719741	0.7586423
-0.3109831	-0.3111883	0.7607075
-0.3324604	-0.397834	0.7896269
-0.3404507	-0.4337389	0.7980331
-0.3351856	-0.4811756	0.8254417
-0.3195743	-0.5140909	0.8578529
-0.2992263	-0.532066	0.8896104
-0.2792884	-0.5539743	0.9148415
-0.2538859	-0.5672309	0.9477524
-0.2359364	-0.5709829	0.967471
-0.2241979	-0.5867561	0.987857
-0.2016857	-0.6079752	1.000337
-0.1754937	-0.6176649	1.011387
-0.1625267	-0.6158452	1.023938
-0.1335108	-0.6194544	1.033102
-0.1073056	-0.6265929	1.040786
-0.1023951	-0.6163501	1.047102
-0.07024235	-0.6346499	1.050869
-0.04701197	-0.6478412	1.050822
-0.02874836	-0.6601853	1.048171
-0.0201723	-0.6744764	1.039897
-0.005784854	-0.6818241	1.030904
-0.03582935	-0.6823552	1.024155
-0.04383874	-0.7113205	0.9979072
-0.06130894	-0.7020029	0.9808722
-0.08957042	-0.7085221	0.9554428
-0.1165706	-0.7028666	0.9379879
-0.1421194	-0.694619	0.9143573
-0.1819102	-0.6629566	0.9216009
-0.2094733	-0.6348126	0.9144965
-0.2298585	-0.6076142	0.8998519
-0.2498205	-0.5966315	0.8872465
-0.2713195	-0.5781034	0.8658371
-0.2939171	-0.5440128	0.845407
-0.3208203	-0.4953971	0.8148192
-0.3352522	-0.4679412	0.8027679
-0.3432382	-0.4451717	0.7983943
-0.3496744	-0.4288146	0.786525
-0.3478777	-0.4198758	0.785385
-0.3512724	-0.3944959	0.7753572
-0.3537952	-0.3729188	0.7687052
-0.3537489	-0.3590878	0.7678682
-0.3538348	-0.3568568	0.765437
-0.3528392	-0.3443644	0.7652762
-0.3512326	-0.3372804	0.7633276
-0.3479872	-0.3194591	0.7614758
-0.3435304	-0.3147408	0.7565645
-0.3349251	-0.3150138	0.7559054
-0.3302324	-0.3131123	0.7490036
-0.3211734	-0.3213353	0.7475134
-0.3070548	-0.3185129	0.7554183
-0.2978057	-0.3018923	0.7591904
-0.2963856	-0.2989033	0.7588401
-0.3020619	-0.3090034	0.7464033
-0.3065475	-0.3112718	0.7430007
-0.3377899	-0.319911	0.7511384
-0.3610867	-0.3322974	0.7636957
-0.3886008	-0.348257	0.7784566
-0.4193055	-0.3486668	0.7951404
-0.4497286	-0.3331617	0.8202987
-0.4777171	-0.3413526	0.850014
-0.5054893	-0.3468601	0.8778466
-0.5280362	-0.3545053	0.910387
-0.5426694	-0.3623961	0.9450439
-0.5637709	-0.3377287	0.9705869
-0.5785979	-0.3314089	0.9952895
-0.5902305	-0.3132969	1.017654
-0.5989346	-0.3307517	1.035116
-0.6011981	-0.3297688	1.049613
-0.6045778	-0.3167101	1.060852
-0.6066565	-0.3238387	1.066421
-0.6063832	-0.3228755	1.076442
-0.6007642	-0.3440374	1.079072
-0.6028036	-0.3447276	1.08151
-0.6056067	-0.3335995	1.081797
-0.6007043	-0.351947	1.081446
-0.5974933	-0.3565211	1.073378
-0.5927919	-0.3784045	1.068438
-0.5825512	-0.4010345	1.057871
-0.5810285	-0.4045987	1.047283
-0.5638847	-0.4203068	1.033193
-0.5545633	-0.4268388	1.016105
-0.5303639	-0.4530935	1.001075
-0.5077475	-0.4778483	0.981081
-0.4848435	-0.4834605	0.9591616
-0.4650556	-0.4804678	0.9370265
-0.4431176	-0.4772687	0.9067737
-0.415667	-0.4783688	0.8864864
-0.3903291	-0.4748874	0.8598239
-0.3690857	-0.4708504	0.8352821
-0.344912	-0.4762912	0.8204851
-0.3256436	-0.4526363	0.8032771
-0.309039	-0.4454067	0.787554
-0.2925612	-0.4376842	0.7754099
-0.2755297	-0.4400161	0.7712584
-0.2660918	-0.4153558	0.7577708
-0.2571362	-0.4145364	0.7492282
-0.2484046	-0.4031957	0.7468979
-0.2416094	-0.3856385	0.7356603
-0.2382428	-0.3835461	0.7361392
-0.2309892	-0.36098	0.7385455
-0.2304816	-0.3517533	0.7386144
-0.2314163	-0.3563707	0.7344055
-0.2319575	-0.3599455	0.7384474
-0.2353996	-0.3681942	0.7419306
-0.2386798	-0.3788619	0.7347773
-0.2411312	-0.3921044	0.7285634
-0.246484	-0.4152038	0.7405052
-0.2511112	-0.424712	0.7445495
-0.2567226	-0.4485489	0.7558128
-0.2647236	-0.469618	0.7659383
-0.2668699	-0.4925011	0.7799197
-0.2694498	-0.5202897	0.8085051
-0.2679662	-0.5460091	0.8322314
-0.2688965	-0.589739	0.8589979
-0.2690122	-0.5922196	0.9072111
-0.2700025	-0.6120806	0.9560937
-0.2743066	-0.6232874	1.000763
-0.2723436	-0.6677403	1.042871
-0.2646766	-0.7152405	1.08064
-0.2575588	-0.7379239	1.111684
-0.2559481	-0.7793139	1.144323
-0.2441101	-0.7979999	1.204031
-0.2400149	-0.800637	1.242515
-0.2377348	-0.8003808	1.276972
-0.2306075	-0.7939897	1.314883
-0.2202271	-0.791407	1.35175
-0.2097276	-0.7952871	1.384996
-0.1984866	-0.7969373	1.415439
-0.1880302	-0.7889929	1.4452
-0.1796119	-0.7842692	1.468349
-0.1685956	-0.7738829	1.490879
-0.1588454	-0.7586966	1.515433
-0.1508841	-0.7429122	1.536567
-0.1433628	-0.7335654	1.554292
-0.1338346	-0.7192611	1.570936
-0.1260854	-0.702607	1.588767
-0.1202004	-0.6903913	1.597662
-0.1148707	-0.6735293	1.609182
-0.1088865	-0.6576024	1.619585
-0.1075119	-0.6501729	1.622878
-0.1042413	-0.6364993	1.634088
-0.1008389	-0.6250907	1.638529
-0.1016277	-0.6222284	1.640571
-0.1001622	-0.6339903	1.638673
-0.1009051	-0.6344984	1.637539
-0.09893107	-0.643127	1.633584
-0.09858462	-0.6472936	1.628659
-0.10006	-0.6656757	1.615084
-0.1046772	-0.6702901	1.589941
-0.1035556	-0.6948532	1.575764
-0.1049192	-0.7086067	1.561411
-0.1046417	-0.7313462	1.536913
-0.1022329	-0.7371139	1.515605
-0.1073824	-0.7571939	1.488618
-0.11344	-0.7790522	1.460711
-0.1198347	-0.8002874	1.434133
-0.1314045	-0.8160264	1.395512
-0.1439269	-0.8315716	1.35766
-0.1474684	-0.857114	1.334671
-0.157559	-0.865514	1.293414
-0.166353	-0.8739097	1.258801
-0.1789384	-0.8872259	1.218268
-0.1717196	-0.8480254	1.196516
-0.2199566	-0.8587404	1.138998
-0.2385721	-0.8443489	1.107372
-0.2313771	-0.8112411	1.061467
-0.2387287	-0.7246014	1.04013
-0.2461587	-0.7058526	1.009388
-0.2513484	-0.6939692	0.9762216
-0.2554349	-0.6846718	0.9420073
-0.2615913	-0.6715902	0.917694
-0.2674417	-0.6495703	0.8859051
-0.2734334	-0.6225498	0.861992
-0.2785734	-0.6077675	0.8421763
-0.2866269	-0.5825819	0.8176316
-0.2930256	-0.5474905	0.7931724
-0.2961444	-0.5353112	0.7884123
-0.2987119	-0.5093122	0.7732124
-0.2993262	-0.4903298	0.7627728
-0.2985405	-0.4728898	0.7544619
-0.2977475	-0.4494641	0.7465347
-0.2945791	-0.4389489	0.7470877
-0.2921121	-0.4229684	0.7417032
-0.2898523	-0.4094257	0.7387584
-0.2898474	-0.3978883	0.7292554
-0.2873906	-0.3927229	0.7274696
-0.2869146	-0.3779774	0.7243495
-0.2829497	-0.3818638	0.7254562
-0.2826177	-0.3771867	0.7221555
-0.2824781	-0.3755803	0.7226053
-0.2829127	-0.3565125	0.7180785
-0.2825074	-0.3678802	0.7222698
-0.2853201	-0.3580991	0.7204651
-0.2859727	-0.3781654	0.7261302
-0.2894934	-0.3714549	0.722692
-0.2898045	-0.3680725	0.7241842
-0.290534	-0.3745626	0.7267653
-0.2917272	-0.377702	0.7257264
-0.2911835	-0.3862032	0.7256787
-0.2921785	-0.3880337	0.7233186
-0.2913563	-0.3906276	0.7210325
-0.2891408	-0.4024729	0.7263558
-0.2849484	-0.4005101	0.7356924
-0.2836991	-0.409826	0.7386998
-0.2835897	-0.4094016	0.7387496
-0.2841187	-0.4223123	0.7432369
-0.2855611	-0.4394496	0.7554677
-0.2899347	-0.4593313	0.7711402
-0.2915143	-0.4934273	0.7956933
-0.2979366	-0.5315602	0.8230188
-0.3017159	-0.5578922	0.851891
-0.300619	-0.5837248	0.8956811
-0.2998365	-0.6051766	0.939495
-0.2959171	-0.6188382	0.9823971
-0.2948656	-0.6435579	1.019977
-0.2883712	-0.6915877	1.054487
-0.2792736	-0.729187	1.087725
-0.271877	-0.7822418	1.111497
-0.2763054	-0.825336	1.123333
-0.2271382	-0.8065777	1.187734
-0.186094	-0.8327683	1.232166
-0.1556136	-0.8275811	1.254779
-0.1246463	-0.817684	1.274656
-0.08023217	-0.8007804	1.296762
-0.02614595	-0.7884805	1.320018
0.01666373	-0.7691178	1.334298
0.04484382	-0.7496584	1.340265
0.06904621	-0.7329351	1.339612
0.09160635	-0.7170218	1.339213
0.1136215	-0.7017986	1.337332
0.1226305	-0.6896362	1.331762
0.1239706	-0.7005918	1.321512
0.1443632	-0.6776532	1.321271
0.1566413	-0.6664523	1.318841
0.162485	-0.654806	1.317003
0.1672086	-0.6526873	1.3176
0.1671515	-0.6576499	1.315339
0.1694289	-0.6518142	1.318262
0.1656331	-0.6674792	1.31982
0.1585888	-0.6751227	1.32236
0.1492344	-0.6898342	1.324144
0.143868	-0.6939449	1.325632
0.1152634	-0.7275347	1.326266
0.09535521	-0.7462029	1.325884
0.07655581	-0.7601559	1.327014
0.06288151	-0.7657235	1.326851
0.03954835	-0.7737076	1.327013
0.01369111	-0.7838922	1.320631
-0.000365838	-0.7927147	1.320208
-0.01869306	-0.7938746	1.313702
-0.01683651	-0.8169215	1.317507
-0.040546	-0.8336129	1.313175
-0.0779492	-0.8400364	1.299339
-0.1020476	-0.8410909	1.297569
-0.1401055	-0.8498852	1.278017
-0.1714802	-0.8573053	1.267894
-0.2022332	-0.854005	1.25964
-0.2253401	-0.8422305	1.253631
